01.01.2017,125.40
02.01.2017,70.80
03.01.2017,26.80
04.01.2017,11.70
05.01.2017,18.40
06.01.2017,24.80
07.01.2017,133.90
08.01.2017,185.50
09.01.2017,139.00
10.01.2017,96.80
11.01.2017,100.50
12.01.2017,40.20
13.01.2017,20.60
14.01.2017,28.70
15.01.2017,32.50
16.01.2017,50.50
17.01.2017,70.10
18.01.2017,27.50
19.01.2017,86.80
20.01.2017,146.20
21.01.2017,96.00
22.01.2017,55.20
23.01.2017,141.10
24.01.2017,95.00
25.01.2017,136.40
26.01.2017,113.40
27.01.2017,222.80
28.01.2017,246.50
29.01.2017,160.70
30.01.2017,279.30
31.01.2017,159.10
01.02.2017,149.91
02.02.2017,144.35
03.02.2017,130.07
04.02.2017,33.32
05.02.2017,85.72
06.02.2017,60.75
07.02.2017,34.68
08.02.2017,27.92
09.02.2017,37.34
10.02.2017,41.73
11.02.2017,45.81
12.02.2017,38.69
13.02.2017,47.14
14.02.2017,139.22
15.02.2017,176.78
16.02.2017,140.18
17.02.2017,110.62
18.02.2017,76.19
19.02.2017,54.97
20.02.2017,35.94
21.02.2017,09.96
22.02.2017,10.24
23.02.2017,08.94
24.02.2017,07.67
25.02.2017,25.46
26.02.2017,18.04
27.02.2017,15.63
28.02.2017,21.02
01.03.2017,15.54
02.03.2017,09.47
03.03.2017,35.90
04.03.2017,21.91
05.03.2017,12.90
06.03.2017,20.11
07.03.2017,35.83
08.03.2017,39.20
09.03.2017,57.98
10.03.2017,40.60
11.03.2017,27.69
12.03.2017,23.57
13.03.2017,42.88
14.03.2017,91.48
15.03.2017,61.71
16.03.2017,33.22
17.03.2017,32.71
18.03.2017,11.82
19.03.2017,10.51
20.03.2017,20.05
21.03.2017,37.05
22.03.2017,42.19
23.03.2017,19.53
24.03.2017,54.54
25.03.2017,47.45
26.03.2017,24.43
27.03.2017,51.88
28.03.2017,53.10
29.03.2017,41.11
30.03.2017,40.07
31.03.2017,44.95
01.04.2017,46.67
02.04.2017,49.22
