01.01.2014,94.00
02.01.2014,135.00
03.01.2014,172.00
04.01.2014,135.00
05.01.2014,68.00
06.01.2014,55.00
07.01.2014,137.00
08.01.2014,82.00
09.01.2014,96.00
10.01.2014,19.00
11.01.2014,18.00
12.01.2014,11.00
13.01.2014,31.00
14.01.2014,109.00
15.01.2014,66.00
16.01.2014,62.00
17.01.2014,75.00
18.01.2014,109.00
19.01.2014,93.00
20.01.2014,18.00
21.01.2014,18.00
22.01.2014,36.00
23.01.2014,43.00
24.01.2014,54.00
25.01.2014,48.00
26.01.2014,23.00
27.01.2014,44.00
28.01.2014,26,1
29.01.2014,24,8
30.01.2014,30,4
31.01.2014,29,3
01.02.2014,46.00
02.02.2014,63.00
03.02.2014,99.00
04.02.2014,206.00
05.02.2014,127.00
06.02.2014,101.00
07.02.2014,42.00
08.02.2014,99.00
09.02.2014,56.00
10.02.2014,25.00
11.02.2014,26.00
12.02.2014,36.00
13.02.2014,56.00
14.02.2014,63.00
15.02.2014,63.00
16.02.2014,46.00
17.02.2014,40.00
18.02.2014,79.00
19.02.2014,110.00
20.02.2014,68.00
21.02.2014,95.00
22.02.2014,87.00
23.02.2014,97.00
24.02.2014,59.00
25.02.2014,61.00
26.02.2014,69.00
27.02.2014,111.00
28.02.2014,101.00
01.03.2014,64.00
02.03.2014,58.00
03.03.2014,45.00
04.03.2014,27.00
05.03.2014,32.00
06.03.2014,39.00
07.03.2014,47.00
08.03.2014,35.00
09.03.2014,55.00
10.03.2014,56.00
11.03.2014,121.00
12.03.2014,100.00
13.03.2014,102.00
14.03.2014,117.00
15.03.2014,55.00
16.03.2014,08.00
17.03.2014,15.00
18.03.2014,32.00
19.03.2014,17.00
20.03.2014,35.00
21.03.2014,42.00
22.03.2014,37.00
23.03.2014,25.00
24.03.2014,22.00
25.03.2014,36.00
26.03.2014,60.00
27.03.2014,36.00
28.03.2014,56.00
29.03.2014,75.00
30.03.2014,53.00
31.03.2014,70.00
01.04.2014,44.00
02.04.2014,28.00
03.04.2014,41.00
04.04.2014,43.00
05.04.2014,32.00
06.04.2014,38.00
07.04.2014,39.00
08.04.2014,25.00
09.04.2014,14.00
10.04.2014,17.00
11.04.2014,36.00
12.04.2014,46.00
13.04.2014,50.00
14.04.2014,28.00
15.04.2014,14.00
16.04.2014,22.00
17.04.2014,34.00
18.04.2014,37.00
19.04.2014,28.00
20.04.2014,13.00
21.04.2014,15.00
22.04.2014,22.00
23.04.2014,27.00
24.04.2014,23.00
25.04.2014,15.00
26.04.2014,12.00
27.04.2014,18.00
28.04.2014,16.00
29.04.2014,17.00
30.04.2014,28.00
01.05.2014,28.00
02.05.2014,26.00
03.05.2014,11.00
04.05.2014,10.00
05.05.2014,17.00
06.05.2014,25.00
07.05.2014,24.00
08.05.2014,15.00
09.05.2014,16.00
10.05.2014,17.00
11.05.2014,14.00
12.05.2014,13.00
13.05.2014,11.00
14.05.2014,12.00
15.05.2014,07.00
16.05.2014,07.00
17.05.2014,12.00
18.05.2014,17.00
19.05.2014,12.00
20.05.2014,15.00
21.05.2014,15.00
22.05.2014,19.00
23.05.2014,22.00
24.05.2014,25.00
