,stacja,rok,miesiąc,dzień,temperatura,suma opadów,wilgotność,prędkość wiatru,zachmurzenine,day_number_in_year,PM2.5
1049,KRAKÓW-OBSERWATORIUM,2016,11,15,-0.7,3.5,79.3,1.0,4.7,320,70.7
1050,KRAKÓW-OBSERWATORIUM,2016,11,16,3.2,1.2,89.3,1.7,6.3,321,29.5
1051,KRAKÓW-OBSERWATORIUM,2016,11,17,5.8,0.0,89.5,0.7,5.7,322,33.9
1052,KRAKÓW-OBSERWATORIUM,2016,11,18,6.3,0.0,83.3,0.3,2.7,323,45.6
1053,KRAKÓW-OBSERWATORIUM,2016,11,19,9.2,3.2,83.5,1.0,6.7,324,55.2
1054,KRAKÓW-OBSERWATORIUM,2016,11,20,8.0,0.0,91.5,1.7,5.7,325,22.7
1055,KRAKÓW-OBSERWATORIUM,2016,11,21,10.3,0.0,79.8,2.0,2.3,326,26.5
1056,KRAKÓW-OBSERWATORIUM,2016,11,22,7.8,0.0,83.0,1.3,0.0,327,43.9
1057,KRAKÓW-OBSERWATORIUM,2016,11,23,5.6,0.0,88.0,0.3,1.0,328,71.8
1058,KRAKÓW-OBSERWATORIUM,2016,11,24,5.2,1.0,88.0,0.3,7.3,329,113.5
1059,KRAKÓW-OBSERWATORIUM,2016,11,25,4.5,0.1,96.3,1.7,6.0,330,60.1
1060,KRAKÓW-OBSERWATORIUM,2016,11,26,1.7,0.0,95.8,1.0,7.3,331,67.6
1061,KRAKÓW-OBSERWATORIUM,2016,11,27,5.0,1.3,85.5,2.7,6.3,332,20.6
1062,KRAKÓW-OBSERWATORIUM,2016,11,28,0.4,0.5,79.5,2.7,7.3,333,15.3
1063,KRAKÓW-OBSERWATORIUM,2016,11,29,-1.4,0.0,79.3,3.7,8.0,334,23.8
1064,KRAKÓW-OBSERWATORIUM,2016,11,30,0.0,2.3,71.0,3.3,6.0,335,36.1
1065,KRAKÓW-OBSERWATORIUM,2016,12,1,0.7,13.1,95.0,4.3,8.0,336,14.99
1066,KRAKÓW-OBSERWATORIUM,2016,12,2,2.6,0.6,75.8,4.0,6.7,337,13.5
1067,KRAKÓW-OBSERWATORIUM,2016,12,3,1.2,0.2,81.8,3.0,6.3,338,23.16
1068,KRAKÓW-OBSERWATORIUM,2016,12,4,-1.0,0.0,80.8,2.3,3.3,339,71.08
1069,KRAKÓW-OBSERWATORIUM,2016,12,5,-2.6,0.0,76.0,1.0,1.7,340,117.22
1070,KRAKÓW-OBSERWATORIUM,2016,12,6,-0.8,0.1,84.8,3.0,6.0,341,54.86
1071,KRAKÓW-OBSERWATORIUM,2016,12,7,0.1,0.3,83.0,1.3,2.7,342,61.51
1072,KRAKÓW-OBSERWATORIUM,2016,12,8,3.9,0.3,60.5,3.3,6.3,343,53.83
1073,KRAKÓW-OBSERWATORIUM,2016,12,9,5.9,0.0,61.8,4.3,5.3,344,27.34
1074,KRAKÓW-OBSERWATORIUM,2016,12,10,8.6,0.2,75.3,3.7,7.7,345,17.76
1075,KRAKÓW-OBSERWATORIUM,2016,12,11,7.6,3.0,82.3,4.7,7.7,346,12.88
1076,KRAKÓW-OBSERWATORIUM,2016,12,12,1.6,1.9,84.0,3.0,4.7,347,11.37
1077,KRAKÓW-OBSERWATORIUM,2016,12,13,-4.2,0.0,77.0,1.0,4.3,348,56.39
1078,KRAKÓW-OBSERWATORIUM,2016,12,14,-0.4,0.5,83.5,2.0,7.7,349,57.69
1079,KRAKÓW-OBSERWATORIUM,2016,12,15,1.6,0.0,88.0,2.0,8.0,350,26.54
1080,KRAKÓW-OBSERWATORIUM,2016,12,16,-1.5,0.0,86.5,1.3,0.3,351,86.79
1081,KRAKÓW-OBSERWATORIUM,2016,12,17,-2.0,0.0,82.3,1.3,2.0,352,115.56
1082,KRAKÓW-OBSERWATORIUM,2016,12,18,-0.2,0.1,94.5,1.7,8.0,353,68.8
1083,KRAKÓW-OBSERWATORIUM,2016,12,19,1.0,0.0,96.0,1.3,8.0,354,73.99
1084,KRAKÓW-OBSERWATORIUM,2016,12,20,0.0,0.0,91.5,1.3,3.7,355,67.25
1085,KRAKÓW-OBSERWATORIUM,2016,12,21,-2.1,0.0,95.3,1.0,2.3,356,107.78
1086,KRAKÓW-OBSERWATORIUM,2016,12,22,-2.2,0.0,85.5,1.0,2.7,357,75.97
1087,KRAKÓW-OBSERWATORIUM,2016,12,23,-1.8,0.0,90.8,2.0,8.0,358,55.32
1088,KRAKÓW-OBSERWATORIUM,2016,12,24,-0.6,2.1,93.5,2.0,8.0,359,47.4
1089,KRAKÓW-OBSERWATORIUM,2016,12,25,3.1,3.5,85.0,2.7,8.0,360,14.7
1090,KRAKÓW-OBSERWATORIUM,2016,12,26,6.7,0.3,84.5,3.7,7.0,361,10.2
1091,KRAKÓW-OBSERWATORIUM,2016,12,27,4.8,0.8,70.3,5.7,8.0,362,8.0
1092,KRAKÓW-OBSERWATORIUM,2016,12,28,2.1,0.0,70.0,3.7,6.3,363,11.68
1093,KRAKÓW-OBSERWATORIUM,2016,12,29,0.2,0.0,75.8,1.7,6.7,364,34.28
1094,KRAKÓW-OBSERWATORIUM,2016,12,30,-2.4,0.0,79.8,1.3,0.7,365,99.16
1095,KRAKÓW-OBSERWATORIUM,2016,12,31,-2.3,0.0,75.8,2.0,1.0,366,125.26
1096,KRAKÓW-OBSERWATORIUM,2017,1,1,-2.2,0.0,73.0,1.3,0.0,1,125.4
1097,KRAKÓW-OBSERWATORIUM,2017,1,2,-2.7,2.2,82.8,3.3,5.7,2,70.8
1100,KRAKÓW-OBSERWATORIUM,2017,1,5,-3.8,0.1,72.0,3.0,4.7,5,18.4
1101,KRAKÓW-OBSERWATORIUM,2017,1,6,-11.9,0.0,70.5,1.7,2.0,6,24.8
1102,KRAKÓW-OBSERWATORIUM,2017,1,7,-17.3,0.0,78.0,2.0,0.7,7,133.9
1103,KRAKÓW-OBSERWATORIUM,2017,1,8,-14.4,0.0,78.0,1.0,4.7,8,185.5
1104,KRAKÓW-OBSERWATORIUM,2017,1,9,-9.1,0.0,63.3,1.0,7.0,9,139.0
1107,KRAKÓW-OBSERWATORIUM,2017,1,12,-1.8,0.2,80.8,2.7,7.3,12,40.2
1108,KRAKÓW-OBSERWATORIUM,2017,1,13,2.3,0.0,65.8,1.3,7.3,13,20.6
1109,KRAKÓW-OBSERWATORIUM,2017,1,14,1.6,0.5,74.0,2.7,7.3,14,28.7
1110,KRAKÓW-OBSERWATORIUM,2017,1,15,-1.0,1.4,86.5,1.7,5.7,15,32.5
1111,KRAKÓW-OBSERWATORIUM,2017,1,16,-1.8,0.0,74.0,1.3,6.3,16,50.5
1112,KRAKÓW-OBSERWATORIUM,2017,1,17,-3.6,0.3,80.0,1.7,8.0,17,70.1
1113,KRAKÓW-OBSERWATORIUM,2017,1,18,-6.3,0.1,87.3,2.7,8.0,18,27.5
1114,KRAKÓW-OBSERWATORIUM,2017,1,19,-6.9,0.0,83.0,1.3,5.3,19,86.8
1115,KRAKÓW-OBSERWATORIUM,2017,1,20,-4.0,0.0,69.0,1.3,8.0,20,146.2
1116,KRAKÓW-OBSERWATORIUM,2017,1,21,0.6,0.0,72.5,1.3,7.7,21,96.0
1117,KRAKÓW-OBSERWATORIUM,2017,1,22,0.2,0.0,82.8,1.3,2.7,22,55.2
1118,KRAKÓW-OBSERWATORIUM,2017,1,23,-2.9,0.0,89.8,1.3,2.7,23,141.1
1119,KRAKÓW-OBSERWATORIUM,2017,1,24,-4.4,0.1,81.8,2.0,8.0,24,95.0
1120,KRAKÓW-OBSERWATORIUM,2017,1,25,-2.4,0.0,89.3,1.0,8.0,25,136.4
1121,KRAKÓW-OBSERWATORIUM,2017,1,26,-3.0,0.0,85.3,1.3,5.3,26,113.4
1122,KRAKÓW-OBSERWATORIUM,2017,1,27,-4.9,0.0,77.5,0.3,2.0,27,222.8
1123,KRAKÓW-OBSERWATORIUM,2017,1,28,-5.9,0.0,75.5,0.7,0.0,28,246.5
1124,KRAKÓW-OBSERWATORIUM,2017,1,29,-5.8,0.0,76.3,0.3,0.0,29,160.7
1125,KRAKÓW-OBSERWATORIUM,2017,1,30,-5.1,0.0,80.0,0.7,0.0,30,279.3
1126,KRAKÓW-OBSERWATORIUM,2017,1,31,-3.4,0.0,77.5,1.0,4.7,31,159.1
1127,KRAKÓW-OBSERWATORIUM,2017,2,1,-2.3,2.9,83.0,0.7,5.3,32,149.91
1128,KRAKÓW-OBSERWATORIUM,2017,2,2,1.3,3.3,85.8,1.0,6.0,33,144.35
1129,KRAKÓW-OBSERWATORIUM,2017,2,3,1.8,0.0,95.0,1.0,7.7,34,130.07
1130,KRAKÓW-OBSERWATORIUM,2017,2,4,1.1,0.6,98.0,2.3,8.0,35,33.32
1131,KRAKÓW-OBSERWATORIUM,2017,2,5,1.5,2.3,97.8,0.7,8.0,36,85.72
1132,KRAKÓW-OBSERWATORIUM,2017,2,6,0.4,0.2,92.8,2.0,8.0,37,60.75
1133,KRAKÓW-OBSERWATORIUM,2017,2,7,-3.3,0.0,86.8,2.3,8.0,38,34.68
1134,KRAKÓW-OBSERWATORIUM,2017,2,8,-6.6,0.0,78.8,3.0,8.0,39,27.92
1135,KRAKÓW-OBSERWATORIUM,2017,2,9,-5.9,0.0,78.8,3.0,8.0,40,37.34
1136,KRAKÓW-OBSERWATORIUM,2017,2,10,-3.3,0.0,69.8,2.7,4.0,41,41.73
1137,KRAKÓW-OBSERWATORIUM,2017,2,11,-6.4,0.0,71.0,3.3,2.3,42,45.81
1138,KRAKÓW-OBSERWATORIUM,2017,2,12,-5.9,0.0,75.5,2.0,0.3,43,38.69
1139,KRAKÓW-OBSERWATORIUM,2017,2,13,-5.8,0.3,88.3,2.0,8.0,44,47.14
1140,KRAKÓW-OBSERWATORIUM,2017,2,14,-2.0,0.0,79.0,2.0,2.7,45,139.22
1141,KRAKÓW-OBSERWATORIUM,2017,2,15,1.3,0.0,65.8,1.3,0.0,46,176.78
1142,KRAKÓW-OBSERWATORIUM,2017,2,16,2.3,0.0,70.5,1.3,0.7,47,140.18
1143,KRAKÓW-OBSERWATORIUM,2017,2,17,1.6,4.9,84.8,2.3,7.3,48,110.62
1144,KRAKÓW-OBSERWATORIUM,2017,2,18,2.5,1.1,92.0,2.3,8.0,49,76.19
1145,KRAKÓW-OBSERWATORIUM,2017,2,19,3.2,0.0,80.5,1.3,7.7,50,54.97
1146,KRAKÓW-OBSERWATORIUM,2017,2,20,2.0,3.4,77.8,1.3,4.0,51,35.94
1147,KRAKÓW-OBSERWATORIUM,2017,2,21,6.0,11.5,88.3,3.0,5.3,52,9.96
1148,KRAKÓW-OBSERWATORIUM,2017,2,22,6.6,4.4,79.3,3.7,7.0,53,10.24
1149,KRAKÓW-OBSERWATORIUM,2017,2,23,7.7,0.5,83.0,2.0,7.7,54,8.94
1150,KRAKÓW-OBSERWATORIUM,2017,2,24,6.7,0.0,58.0,5.0,6.3,55,7.67
1151,KRAKÓW-OBSERWATORIUM,2017,2,25,1.2,0.0,70.3,2.7,4.0,56,25.46
1154,KRAKÓW-OBSERWATORIUM,2017,2,28,8.3,1.2,62.3,1.7,6.0,59,21.02
1155,KRAKÓW-OBSERWATORIUM,2017,3,1,7.5,0.1,75.3,1.7,6.7,60,15.54
1156,KRAKÓW-OBSERWATORIUM,2017,3,2,5.7,0.1,67.0,2.7,4.0,61,9.47
1157,KRAKÓW-OBSERWATORIUM,2017,3,3,6.6,0.0,58.0,2.7,4.0,62,35.9
1158,KRAKÓW-OBSERWATORIUM,2017,3,4,8.5,0.0,58.8,1.3,5.7,63,21.91
1159,KRAKÓW-OBSERWATORIUM,2017,3,5,12.3,8.9,55.8,1.3,5.3,64,12.9
1160,KRAKÓW-OBSERWATORIUM,2017,3,6,7.5,0.7,83.0,1.0,6.7,65,20.11
1161,KRAKÓW-OBSERWATORIUM,2017,3,7,5.7,0.4,76.3,1.7,5.3,66,35.83
1162,KRAKÓW-OBSERWATORIUM,2017,3,8,4.3,0.0,84.3,1.3,5.3,67,39.2
1163,KRAKÓW-OBSERWATORIUM,2017,3,9,2.8,1.3,91.3,1.3,8.0,68,57.98
1164,KRAKÓW-OBSERWATORIUM,2017,3,10,4.4,0.1,81.5,2.0,7.3,69,40.6
1165,KRAKÓW-OBSERWATORIUM,2017,3,11,4.8,0.0,71.0,2.3,4.0,70,27.69
1166,KRAKÓW-OBSERWATORIUM,2017,3,12,3.9,0.0,78.0,1.3,8.0,71,23.57
1167,KRAKÓW-OBSERWATORIUM,2017,3,13,4.1,0.0,75.5,0.7,7.7,72,42.88
1168,KRAKÓW-OBSERWATORIUM,2017,3,14,4.5,0.0,77.3,1.0,2.7,73,91.48
1169,KRAKÓW-OBSERWATORIUM,2017,3,15,6.1,0.0,66.8,2.3,5.0,74,61.71
1170,KRAKÓW-OBSERWATORIUM,2017,3,16,5.4,0.0,62.8,3.0,5.3,75,33.22
1171,KRAKÓW-OBSERWATORIUM,2017,3,17,5.6,1.7,69.5,1.3,4.7,76,32.71
1172,KRAKÓW-OBSERWATORIUM,2017,3,18,6.2,6.5,86.0,2.7,7.3,77,11.82
1173,KRAKÓW-OBSERWATORIUM,2017,3,19,5.3,5.5,55.0,3.7,5.0,78,10.51
1174,KRAKÓW-OBSERWATORIUM,2017,3,20,9.1,0.0,83.5,2.3,7.3,79,20.05
1175,KRAKÓW-OBSERWATORIUM,2017,3,21,10.0,3.9,76.0,1.3,5.0,80,37.05
1176,KRAKÓW-OBSERWATORIUM,2017,3,22,7.1,11.4,94.0,2.3,8.0,81,42.19
1177,KRAKÓW-OBSERWATORIUM,2017,3,23,6.2,0.8,92.0,2.7,8.0,82,19.53
1178,KRAKÓW-OBSERWATORIUM,2017,3,24,6.9,0.0,84.0,1.7,5.7,83,54.54
1179,KRAKÓW-OBSERWATORIUM,2017,3,25,5.3,0.0,69.0,3.0,6.7,84,47.45
1180,KRAKÓW-OBSERWATORIUM,2017,3,26,4.0,0.0,66.8,1.7,5.0,85,24.43
1181,KRAKÓW-OBSERWATORIUM,2017,3,27,7.4,0.0,60.5,2.3,3.0,86,51.88
1182,KRAKÓW-OBSERWATORIUM,2017,3,28,11.0,0.0,48.5,2.3,0.3,87,53.1
1183,KRAKÓW-OBSERWATORIUM,2017,3,29,11.8,0.2,58.5,3.0,6.7,88,41.11
1184,KRAKÓW-OBSERWATORIUM,2017,3,30,11.5,0.0,72.5,1.0,5.3,89,40.07
1185,KRAKÓW-OBSERWATORIUM,2017,3,31,12.1,0.0,66.8,1.0,2.0,90,44.95
1186,KRAKÓW-OBSERWATORIUM,2017,4,1,13.8,0.0,56.5,1.7,1.3,91,46.67
1187,KRAKÓW-OBSERWATORIUM,2017,4,2,15.8,0.0,46.0,1.3,0.7,92,49.22
1188,KRAKÓW-OBSERWATORIUM,2017,4,3,12.7,0.0,66.5,2.7,5.3,93,45.43
1189,KRAKÓW-OBSERWATORIUM,2017,4,4,13.5,0.0,68.0,3.0,3.3,94,36.23
1190,KRAKÓW-OBSERWATORIUM,2017,4,5,12.0,19.3,74.3,1.7,6.0,95,48.91
1191,KRAKÓW-OBSERWATORIUM,2017,4,6,6.7,4.4,79.5,3.3,6.3,96,18.11
1192,KRAKÓW-OBSERWATORIUM,2017,4,7,5.5,2.8,90.5,2.7,8.0,97,21.24
1193,KRAKÓW-OBSERWATORIUM,2017,4,8,10.8,0.0,72.5,2.7,6.7,98,19.8
1194,KRAKÓW-OBSERWATORIUM,2017,4,9,10.0,0.0,72.0,1.0,2.7,99,39.05
1195,KRAKÓW-OBSERWATORIUM,2017,4,10,12.9,2.1,57.5,2.0,0.0,100,30.46
1196,KRAKÓW-OBSERWATORIUM,2017,4,11,9.9,0.4,69.5,3.3,7.7,101,21.11
1197,KRAKÓW-OBSERWATORIUM,2017,4,12,8.7,1.5,60.5,2.3,6.3,102,20.93
1198,KRAKÓW-OBSERWATORIUM,2017,4,13,9.6,1.0,70.8,3.0,5.3,103,16.38
1199,KRAKÓW-OBSERWATORIUM,2017,4,14,8.7,0.0,60.8,3.3,6.0,104,27.58
1200,KRAKÓW-OBSERWATORIUM,2017,4,15,9.3,3.2,61.3,2.3,6.0,105,30.49
1201,KRAKÓW-OBSERWATORIUM,2017,4,16,7.3,1.6,63.8,3.3,4.0,106,20.4
1202,KRAKÓW-OBSERWATORIUM,2017,4,17,5.8,17.6,82.8,1.0,6.7,107,15.3
1203,KRAKÓW-OBSERWATORIUM,2017,4,18,2.4,6.6,92.5,2.0,8.0,108,14.46
1204,KRAKÓW-OBSERWATORIUM,2017,4,19,3.5,2.0,81.8,5.3,7.7,109,9.38
1205,KRAKÓW-OBSERWATORIUM,2017,4,20,2.9,0.0,56.0,3.0,7.0,110,17.43
1206,KRAKÓW-OBSERWATORIUM,2017,4,21,4.8,0.3,56.0,3.0,7.3,111,38.52
1207,KRAKÓW-OBSERWATORIUM,2017,4,22,8.5,0.5,66.8,3.0,6.3,112,19.71
1208,KRAKÓW-OBSERWATORIUM,2017,4,23,5.6,0.6,68.3,3.0,4.0,113,17.23
1209,KRAKÓW-OBSERWATORIUM,2017,4,24,7.0,0.0,61.5,1.7,5.3,114,17.85
1210,KRAKÓW-OBSERWATORIUM,2017,4,25,10.9,3.9,67.0,1.7,7.0,115,25.3
1211,KRAKÓW-OBSERWATORIUM,2017,4,26,7.6,7.7,91.0,2.7,8.0,116,19.18
1212,KRAKÓW-OBSERWATORIUM,2017,4,27,5.2,20.6,93.8,1.7,8.0,117,11.46
1213,KRAKÓW-OBSERWATORIUM,2017,4,28,6.0,18.4,96.3,2.0,8.0,118,16.68
1216,KRAKÓW-OBSERWATORIUM,2017,5,1,8.2,0.0,73.8,4.3,1.7,121,15.39
1217,KRAKÓW-OBSERWATORIUM,2017,5,2,10.6,0.2,79.0,3.0,6.7,122,17.14
1218,KRAKÓW-OBSERWATORIUM,2017,5,3,11.2,10.1,83.5,2.3,8.0,123,19.49
1219,KRAKÓW-OBSERWATORIUM,2017,5,4,12.3,7.8,95.3,1.0,6.7,124,18.52
1220,KRAKÓW-OBSERWATORIUM,2017,5,5,13.2,4.0,87.5,2.0,7.0,125,18.96
1221,KRAKÓW-OBSERWATORIUM,2017,5,6,14.9,3.8,89.3,1.7,7.0,126,22.09
1222,KRAKÓW-OBSERWATORIUM,2017,5,7,14.4,1.7,81.0,2.0,7.3,127,21.04
1223,KRAKÓW-OBSERWATORIUM,2017,5,8,10.4,0.2,76.8,2.7,7.7,128,10.2
1224,KRAKÓW-OBSERWATORIUM,2017,5,9,6.1,0.0,56.8,2.0,5.3,129,7.45
1225,KRAKÓW-OBSERWATORIUM,2017,5,10,6.3,0.0,63.0,1.7,5.0,130,22.7
1226,KRAKÓW-OBSERWATORIUM,2017,5,11,12.8,1.5,49.3,1.7,2.0,131,19.25
1227,KRAKÓW-OBSERWATORIUM,2017,5,12,13.5,2.2,87.3,2.7,7.0,132,18.52
1228,KRAKÓW-OBSERWATORIUM,2017,5,13,13.6,0.8,94.0,1.3,8.0,133,22.57
1229,KRAKÓW-OBSERWATORIUM,2017,5,14,15.2,0.0,69.5,1.3,1.7,134,17.36
1230,KRAKÓW-OBSERWATORIUM,2017,5,15,15.7,0.0,65.0,1.3,6.0,135,20.4
1231,KRAKÓW-OBSERWATORIUM,2017,5,16,14.4,4.1,87.3,1.3,5.7,136,21.4
1233,KRAKÓW-OBSERWATORIUM,2017,5,18,17.3,0.0,59.5,2.0,3.0,138,19.96
1234,KRAKÓW-OBSERWATORIUM,2017,5,19,19.3,0.0,56.8,2.7,1.7,139,23.19
1235,KRAKÓW-OBSERWATORIUM,2017,5,20,17.7,0.2,70.8,2.7,6.3,140,32.5
1236,KRAKÓW-OBSERWATORIUM,2017,5,21,16.0,0.0,72.0,3.0,7.7,141,23.26
1237,KRAKÓW-OBSERWATORIUM,2017,5,22,17.6,0.0,62.5,1.3,4.0,142,17.16
1238,KRAKÓW-OBSERWATORIUM,2017,5,23,17.6,7.2,68.8,1.0,5.0,143,11.11
1239,KRAKÓW-OBSERWATORIUM,2017,5,24,14.1,6.2,82.3,2.3,8.0,144,12.66
1240,KRAKÓW-OBSERWATORIUM,2017,5,25,13.9,1.8,83.8,1.3,6.3,145,12.22
1241,KRAKÓW-OBSERWATORIUM,2017,5,26,15.8,2.2,68.0,1.7,5.7,146,19.33
1242,KRAKÓW-OBSERWATORIUM,2017,5,27,16.1,0.0,71.5,1.7,3.7,147,16.05
1243,KRAKÓW-OBSERWATORIUM,2017,5,28,17.6,0.0,56.8,1.0,0.3,148,15.21
1244,KRAKÓW-OBSERWATORIUM,2017,5,29,20.9,0.0,48.3,2.0,3.3,149,16.41
1245,KRAKÓW-OBSERWATORIUM,2017,5,30,21.4,10.5,63.0,1.7,4.7,150,18.49
1246,KRAKÓW-OBSERWATORIUM,2017,5,31,21.0,0.0,68.3,2.3,4.7,151,12.09
1247,KRAKÓW-OBSERWATORIUM,2017,6,1,18.6,0.0,43.3,3.0,1.0,152,11.7
1248,KRAKÓW-OBSERWATORIUM,2017,6,2,17.9,0.0,43.8,2.0,1.7,153,16.8
1249,KRAKÓW-OBSERWATORIUM,2017,6,3,18.2,0.0,49.3,1.7,0.7,154,17.2
1250,KRAKÓW-OBSERWATORIUM,2017,6,4,19.1,11.2,65.8,2.0,5.3,155,14.7
1251,KRAKÓW-OBSERWATORIUM,2017,6,5,18.8,0.0,65.5,1.3,4.3,156,10.2
1252,KRAKÓW-OBSERWATORIUM,2017,6,6,22.0,4.6,59.8,2.3,5.7,157,13.0
1253,KRAKÓW-OBSERWATORIUM,2017,6,7,18.9,0.0,53.0,3.0,5.7,158,6.8
1254,KRAKÓW-OBSERWATORIUM,2017,6,8,17.2,0.0,49.3,1.3,2.0,159,9.9
1255,KRAKÓW-OBSERWATORIUM,2017,6,9,18.3,0.0,50.0,1.7,2.0,160,24.6
1256,KRAKÓW-OBSERWATORIUM,2017,6,10,18.2,0.9,64.0,2.0,7.0,161,14.4
1257,KRAKÓW-OBSERWATORIUM,2017,6,11,18.6,0.0,62.5,1.0,3.7,162,14.1
1258,KRAKÓW-OBSERWATORIUM,2017,6,12,19.1,1.8,71.5,1.3,6.3,163,14.8
1259,KRAKÓW-OBSERWATORIUM,2017,6,13,18.5,0.0,49.5,2.0,4.7,164,9.3
1260,KRAKÓW-OBSERWATORIUM,2017,6,14,17.5,0.0,59.0,2.0,5.7,165,9.8
1261,KRAKÓW-OBSERWATORIUM,2017,6,15,17.6,0.0,55.5,1.3,3.0,166,14.5
1262,KRAKÓW-OBSERWATORIUM,2017,6,16,17.2,6.4,68.3,2.3,7.3,167,12.0
1263,KRAKÓW-OBSERWATORIUM,2017,6,17,14.0,0.7,85.0,2.7,8.0,168,5.2
1264,KRAKÓW-OBSERWATORIUM,2017,6,18,18.3,0.0,68.5,1.7,5.7,169,10.2
1265,KRAKÓW-OBSERWATORIUM,2017,6,19,20.6,0.0,64.0,1.3,2.3,170,15.8
1266,KRAKÓW-OBSERWATORIUM,2017,6,20,23.5,0.0,52.8,2.0,1.3,171,17.7
1267,KRAKÓW-OBSERWATORIUM,2017,6,21,21.7,0.0,44.0,2.0,3.0,172,10.7
1268,KRAKÓW-OBSERWATORIUM,2017,6,22,21.1,1.5,50.0,1.7,4.3,173,14.0
1269,KRAKÓW-OBSERWATORIUM,2017,6,23,20.3,15.5,81.3,2.3,6.7,174,12.4
1270,KRAKÓW-OBSERWATORIUM,2017,6,24,22.5,0.0,59.5,2.3,2.3,175,17.4
1271,KRAKÓW-OBSERWATORIUM,2017,6,25,22.9,0.0,54.0,2.3,3.7,176,15.9
1272,KRAKÓW-OBSERWATORIUM,2017,6,26,22.7,0.0,60.3,2.0,4.7,177,10.7
1273,KRAKÓW-OBSERWATORIUM,2017,6,27,22.4,0.0,61.5,2.7,6.7,178,10.7
1274,KRAKÓW-OBSERWATORIUM,2017,6,28,25.5,3.9,59.8,2.0,6.3,179,19.1
1275,KRAKÓW-OBSERWATORIUM,2017,6,29,23.2,0.0,63.0,3.0,4.0,180,9.0
1276,KRAKÓW-OBSERWATORIUM,2017,6,30,21.6,0.4,48.5,3.0,3.0,181,6.7
1277,KRAKÓW-OBSERWATORIUM,2017,7,1,19.7,0.0,65.5,2.3,6.3,182,7.78
1278,KRAKÓW-OBSERWATORIUM,2017,7,2,19.0,1.3,66.0,2.3,7.0,183,5.05
1279,KRAKÓW-OBSERWATORIUM,2017,7,3,18.2,0.0,54.5,2.3,5.0,184,7.09
1280,KRAKÓW-OBSERWATORIUM,2017,7,4,17.5,0.0,54.5,2.0,5.3,185,10.86
1281,KRAKÓW-OBSERWATORIUM,2017,7,5,17.7,8.5,64.0,2.0,5.0,186,11.44
1282,KRAKÓW-OBSERWATORIUM,2017,7,6,18.1,0.0,67.8,1.3,3.7,187,10.24
1283,KRAKÓW-OBSERWATORIUM,2017,7,7,17.8,1.4,72.5,1.0,7.0,188,13.61
1284,KRAKÓW-OBSERWATORIUM,2017,7,8,20.1,6.7,77.0,2.0,4.3,189,11.73
1285,KRAKÓW-OBSERWATORIUM,2017,7,9,20.9,0.0,67.5,0.7,2.7,190,10.62
1286,KRAKÓW-OBSERWATORIUM,2017,7,10,23.0,3.8,67.3,1.7,5.7,191,15.08
1287,KRAKÓW-OBSERWATORIUM,2017,7,11,21.7,10.6,80.3,1.3,6.3,192,9.42
1288,KRAKÓW-OBSERWATORIUM,2017,7,12,22.1,4.6,58.8,1.3,3.3,193,10.29
1289,KRAKÓW-OBSERWATORIUM,2017,7,13,18.0,0.6,71.3,3.3,4.7,194,7.19
1290,KRAKÓW-OBSERWATORIUM,2017,7,14,16.8,0.7,55.8,1.0,6.7,195,12.35
1291,KRAKÓW-OBSERWATORIUM,2017,7,15,16.1,0.0,74.3,1.3,6.3,196,12.33
1292,KRAKÓW-OBSERWATORIUM,2017,7,16,17.9,0.0,60.3,1.3,3.7,197,13.53
1293,KRAKÓW-OBSERWATORIUM,2017,7,17,19.0,0.0,57.8,2.0,7.0,198,13.5
1294,KRAKÓW-OBSERWATORIUM,2017,7,18,21.7,0.0,62.0,1.3,2.3,199,17.72
1295,KRAKÓW-OBSERWATORIUM,2017,7,19,23.1,0.0,61.3,1.0,3.3,200,20.89
1296,KRAKÓW-OBSERWATORIUM,2017,7,20,24.2,0.0,57.0,2.3,4.0,201,19.73
1297,KRAKÓW-OBSERWATORIUM,2017,7,21,21.9,8.5,85.5,1.3,5.7,202,16.48
1298,KRAKÓW-OBSERWATORIUM,2017,7,22,22.3,2.7,71.3,1.3,2.3,203,14.68
1299,KRAKÓW-OBSERWATORIUM,2017,7,23,21.8,0.9,76.8,1.7,5.7,204,12.51
1300,KRAKÓW-OBSERWATORIUM,2017,7,24,21.6,0.5,65.8,1.7,5.3,205,12.71
1301,KRAKÓW-OBSERWATORIUM,2017,7,25,19.4,0.2,78.0,2.3,7.7,206,9.6
1302,KRAKÓW-OBSERWATORIUM,2017,7,26,17.6,0.0,59.0,1.7,5.3,207,7.29
1303,KRAKÓW-OBSERWATORIUM,2017,7,27,17.8,0.1,63.5,2.0,3.3,208,5.1
1304,KRAKÓW-OBSERWATORIUM,2017,7,28,18.8,0.0,71.0,1.0,6.3,209,7.8
1305,KRAKÓW-OBSERWATORIUM,2017,7,29,20.6,0.0,58.5,2.0,2.0,210,11.0
1306,KRAKÓW-OBSERWATORIUM,2017,7,30,23.2,0.0,57.5,1.3,0.7,211,11.31
1307,KRAKÓW-OBSERWATORIUM,2017,7,31,26.6,0.0,53.5,1.0,3.0,212,16.01
1308,KRAKÓW-OBSERWATORIUM,2017,8,1,27.7,0.0,57.3,1.3,0.3,213,18.25
1309,KRAKÓW-OBSERWATORIUM,2017,8,2,26.0,0.0,61.0,1.3,3.3,214,25.26
