,stacja,rok,miesiąc,dzień,temperatura,suma opadów,wilgotność,prędkość wiatru,zachmurzenine,day_number_in_year,PM2.5
790,KRAKÓW-OBSERWATORIUM,2016,3,1,2.6,10.2,94.8,3.3,8.0,61,15.2
793,KRAKÓW-OBSERWATORIUM,2016,3,4,5.2,0.0,77.8,1.0,7.7,64,49.5
794,KRAKÓW-OBSERWATORIUM,2016,3,5,5.0,0.0,80.8,2.7,6.0,65,41.1
795,KRAKÓW-OBSERWATORIUM,2016,3,6,7.7,0.0,64.8,2.0,6.0,66,23.8
796,KRAKÓW-OBSERWATORIUM,2016,3,7,4.8,0.2,84.8,2.3,7.7,67,45.7
797,KRAKÓW-OBSERWATORIUM,2016,3,8,6.4,0.2,75.3,1.0,7.7,68,38.6
798,KRAKÓW-OBSERWATORIUM,2016,3,9,5.6,0.0,85.3,2.0,7.3,69,44.7
799,KRAKÓW-OBSERWATORIUM,2016,3,10,5.1,2.0,94.5,2.0,8.0,70,21.4
800,KRAKÓW-OBSERWATORIUM,2016,3,11,6.0,0.6,95.8,1.7,7.3,71,26.7
801,KRAKÓW-OBSERWATORIUM,2016,3,12,5.7,2.6,93.3,3.0,8.0,72,17.5
802,KRAKÓW-OBSERWATORIUM,2016,3,13,3.9,0.3,86.5,2.0,7.7,73,20.5
803,KRAKÓW-OBSERWATORIUM,2016,3,14,3.1,4.4,73.5,1.3,5.3,74,30.0
804,KRAKÓW-OBSERWATORIUM,2016,3,15,2.5,0.6,90.5,3.0,8.0,75,21.4
805,KRAKÓW-OBSERWATORIUM,2016,3,16,2.6,0.0,69.8,1.7,0.7,76,42.8
806,KRAKÓW-OBSERWATORIUM,2016,3,17,3.9,0.0,71.5,2.0,1.0,77,84.3
807,KRAKÓW-OBSERWATORIUM,2016,3,18,4.8,0.4,70.8,3.3,4.0,78,63.0
808,KRAKÓW-OBSERWATORIUM,2016,3,19,2.2,0.0,47.3,1.3,6.0,79,21.3
809,KRAKÓW-OBSERWATORIUM,2016,3,20,3.3,0.2,66.3,2.3,8.0,80,41.1
810,KRAKÓW-OBSERWATORIUM,2016,3,21,5.9,1.2,71.5,2.0,7.3,81,26.8
811,KRAKÓW-OBSERWATORIUM,2016,3,22,5.5,4.0,79.3,3.7,7.0,82,25.0
812,KRAKÓW-OBSERWATORIUM,2016,3,23,4.0,0.5,82.5,1.3,7.7,83,46.5
813,KRAKÓW-OBSERWATORIUM,2016,3,24,2.9,0.0,58.3,2.0,1.0,84,35.7
814,KRAKÓW-OBSERWATORIUM,2016,3,25,4.8,0.3,58.0,1.0,7.0,85,59.7
815,KRAKÓW-OBSERWATORIUM,2016,3,26,6.2,1.9,85.5,2.0,7.3,86,48.8
816,KRAKÓW-OBSERWATORIUM,2016,3,27,7.4,0.0,71.8,2.3,4.0,87,42.9
817,KRAKÓW-OBSERWATORIUM,2016,3,28,8.1,0.1,57.5,0.7,4.0,88,31.4
818,KRAKÓW-OBSERWATORIUM,2016,3,29,9.8,0.0,62.5,2.3,5.7,89,20.7
819,KRAKÓW-OBSERWATORIUM,2016,3,30,9.6,1.1,59.3,1.0,5.7,90,21.9
820,KRAKÓW-OBSERWATORIUM,2016,3,31,12.4,0.0,77.5,1.7,5.3,91,31.9
821,KRAKÓW-OBSERWATORIUM,2016,4,1,8.1,0.4,84.0,2.0,5.3,92,22.3
822,KRAKÓW-OBSERWATORIUM,2016,4,2,6.0,0.0,64.5,2.3,1.0,93,26.9
823,KRAKÓW-OBSERWATORIUM,2016,4,3,9.6,0.0,52.3,1.3,1.0,94,33.7
824,KRAKÓW-OBSERWATORIUM,2016,4,4,14.1,0.0,54.3,2.0,3.3,95,39.1
825,KRAKÓW-OBSERWATORIUM,2016,4,5,17.1,0.0,52.5,1.0,1.7,96,46.5
826,KRAKÓW-OBSERWATORIUM,2016,4,6,14.7,0.0,66.5,1.7,6.3,97,41.3
827,KRAKÓW-OBSERWATORIUM,2016,4,7,12.6,6.8,67.0,1.3,6.7,98,37.5
828,KRAKÓW-OBSERWATORIUM,2016,4,8,10.7,6.0,87.5,2.3,8.0,99,29.6
829,KRAKÓW-OBSERWATORIUM,2016,4,9,8.0,5.8,95.3,1.0,8.0,100,25.6
830,KRAKÓW-OBSERWATORIUM,2016,4,10,7.3,0.8,93.8,2.0,8.0,101,32.1
831,KRAKÓW-OBSERWATORIUM,2016,4,11,8.7,0.0,91.8,1.3,8.0,102,41.3
832,KRAKÓW-OBSERWATORIUM,2016,4,12,11.3,1.1,81.3,1.0,7.7,103,47.0
833,KRAKÓW-OBSERWATORIUM,2016,4,13,13.7,0.0,67.5,1.7,3.7,104,35.2
834,KRAKÓW-OBSERWATORIUM,2016,4,14,11.3,2.8,80.8,1.7,8.0,105,39.9
835,KRAKÓW-OBSERWATORIUM,2016,4,15,11.8,0.1,69.8,1.0,6.3,106,18.4
836,KRAKÓW-OBSERWATORIUM,2016,4,16,13.4,3.6,74.0,1.3,6.0,107,16.4
837,KRAKÓW-OBSERWATORIUM,2016,4,17,14.9,14.1,70.3,2.3,2.7,108,23.4
838,KRAKÓW-OBSERWATORIUM,2016,4,18,10.8,0.8,84.5,1.3,6.3,109,17.6
839,KRAKÓW-OBSERWATORIUM,2016,4,19,9.0,0.0,64.8,2.3,6.0,110,26.4
840,KRAKÓW-OBSERWATORIUM,2016,4,20,8.9,0.0,57.8,3.0,4.7,111,14.6
841,KRAKÓW-OBSERWATORIUM,2016,4,21,9.8,0.0,53.3,2.0,0.7,112,20.9
842,KRAKÓW-OBSERWATORIUM,2016,4,22,9.9,0.0,52.5,2.7,1.7,113,25.8
843,KRAKÓW-OBSERWATORIUM,2016,4,23,9.5,2.0,58.5,1.0,7.0,114,30.4
844,KRAKÓW-OBSERWATORIUM,2016,4,24,7.2,1.5,77.5,2.0,7.7,115,17.6
845,KRAKÓW-OBSERWATORIUM,2016,4,25,5.8,0.0,63.5,1.7,7.3,116,24.2
846,KRAKÓW-OBSERWATORIUM,2016,4,26,7.4,0.6,54.5,1.3,4.0,117,20.0
847,KRAKÓW-OBSERWATORIUM,2016,4,27,6.5,19.4,93.0,1.3,8.0,118,13.2
848,KRAKÓW-OBSERWATORIUM,2016,4,28,7.5,0.2,59.3,1.7,4.7,119,9.8
849,KRAKÓW-OBSERWATORIUM,2016,4,29,8.8,0.0,66.0,2.0,2.3,120,16.5
850,KRAKÓW-OBSERWATORIUM,2016,4,30,10.5,0.0,76.5,2.3,4.7,121,20.1
851,KRAKÓW-OBSERWATORIUM,2016,5,1,11.1,0.0,82.3,2.7,7.0,122,18.4
852,KRAKÓW-OBSERWATORIUM,2016,5,2,12.8,0.0,72.3,1.7,7.3,123,14.7
853,KRAKÓW-OBSERWATORIUM,2016,5,3,14.1,0.0,71.8,2.3,6.7,124,14.3
854,KRAKÓW-OBSERWATORIUM,2016,5,4,13.7,0.0,70.0,1.3,5.0,125,20.2
855,KRAKÓW-OBSERWATORIUM,2016,5,5,13.5,2.0,77.0,2.0,7.0,126,19.3
856,KRAKÓW-OBSERWATORIUM,2016,5,6,14.0,0.0,68.0,1.7,2.7,127,18.7
857,KRAKÓW-OBSERWATORIUM,2016,5,7,13.3,0.0,59.8,2.7,3.3,128,17.9
858,KRAKÓW-OBSERWATORIUM,2016,5,8,13.9,2.4,83.8,2.0,5.7,129,11.1
859,KRAKÓW-OBSERWATORIUM,2016,5,9,12.8,0.8,85.5,1.7,5.0,130,13.9
860,KRAKÓW-OBSERWATORIUM,2016,5,10,14.7,0.0,69.5,2.3,4.3,131,12.5
861,KRAKÓW-OBSERWATORIUM,2016,5,11,16.1,0.0,57.0,1.7,3.3,132,16.3
862,KRAKÓW-OBSERWATORIUM,2016,5,12,16.6,0.0,62.3,3.0,2.7,133,17.2
863,KRAKÓW-OBSERWATORIUM,2016,5,13,15.3,22.2,79.0,2.7,7.7,134,10.5
864,KRAKÓW-OBSERWATORIUM,2016,5,14,14.4,1.5,89.8,2.0,6.7,135,14.0
865,KRAKÓW-OBSERWATORIUM,2016,5,15,10.8,0.0,56.0,2.7,5.3,136,13.2
866,KRAKÓW-OBSERWATORIUM,2016,5,16,9.3,0.0,59.8,3.3,5.3,137,14.0
867,KRAKÓW-OBSERWATORIUM,2016,5,17,8.2,4.7,70.8,2.3,7.3,138,11.4
868,KRAKÓW-OBSERWATORIUM,2016,5,18,9.0,11.1,91.3,0.7,6.3,139,19.7
869,KRAKÓW-OBSERWATORIUM,2016,5,19,12.2,0.0,72.3,1.3,3.0,140,21.7
870,KRAKÓW-OBSERWATORIUM,2016,5,20,13.9,0.0,58.8,1.3,3.3,141,20.5
871,KRAKÓW-OBSERWATORIUM,2016,5,21,17.1,0.0,55.3,1.7,4.0,142,25.6
872,KRAKÓW-OBSERWATORIUM,2016,5,22,18.3,0.0,62.5,1.0,3.3,143,26.4
873,KRAKÓW-OBSERWATORIUM,2016,5,23,19.9,0.0,58.8,2.0,0.7,144,19.2
874,KRAKÓW-OBSERWATORIUM,2016,5,24,19.9,0.0,54.3,3.0,1.0,145,14.3
875,KRAKÓW-OBSERWATORIUM,2016,5,25,17.3,1.6,63.5,2.0,4.3,146,15.8
876,KRAKÓW-OBSERWATORIUM,2016,5,26,16.9,0.0,74.8,2.3,4.7,147,14.5
877,KRAKÓW-OBSERWATORIUM,2016,5,27,18.1,0.0,67.8,1.0,4.7,148,16.6
878,KRAKÓW-OBSERWATORIUM,2016,5,28,21.0,0.0,57.0,1.7,5.3,149,9.9
879,KRAKÓW-OBSERWATORIUM,2016,5,29,20.4,3.1,72.3,2.3,6.0,150,11.9
880,KRAKÓW-OBSERWATORIUM,2016,5,30,20.4,0.0,71.8,1.3,6.3,151,12.0
881,KRAKÓW-OBSERWATORIUM,2016,5,31,19.2,7.3,78.8,1.7,5.3,152,13.9
882,KRAKÓW-OBSERWATORIUM,2016,6,1,19.2,0.0,70.0,1.7,3.7,153,8.5
883,KRAKÓW-OBSERWATORIUM,2016,6,2,15.3,10.5,89.0,0.7,7.7,154,10.6
884,KRAKÓW-OBSERWATORIUM,2016,6,3,17.2,0.0,85.5,2.0,7.0,155,9.3
885,KRAKÓW-OBSERWATORIUM,2016,6,4,18.0,0.0,67.5,1.3,4.3,156,18.6
886,KRAKÓW-OBSERWATORIUM,2016,6,5,19.0,0.1,63.0,2.0,3.7,157,16.3
887,KRAKÓW-OBSERWATORIUM,2016,6,6,16.3,0.0,50.8,2.3,1.0,158,8.6
888,KRAKÓW-OBSERWATORIUM,2016,6,7,14.9,0.0,49.0,1.7,0.3,159,10.8
889,KRAKÓW-OBSERWATORIUM,2016,6,8,17.2,0.0,44.0,1.3,0.7,160,14.3
890,KRAKÓW-OBSERWATORIUM,2016,6,9,17.6,0.0,59.3,2.0,5.7,161,18.5
891,KRAKÓW-OBSERWATORIUM,2016,6,10,16.5,1.6,66.8,1.7,3.7,162,12.6
892,KRAKÓW-OBSERWATORIUM,2016,6,11,15.9,0.0,59.5,1.3,7.0,163,13.8
893,KRAKÓW-OBSERWATORIUM,2016,6,12,17.3,0.0,61.8,1.7,5.3,164,13.5
894,KRAKÓW-OBSERWATORIUM,2016,6,13,17.6,0.0,62.8,3.7,5.0,165,11.0
895,KRAKÓW-OBSERWATORIUM,2016,6,14,17.9,0.0,67.5,2.0,6.0,166,12.6
896,KRAKÓW-OBSERWATORIUM,2016,6,15,18.1,2.6,74.0,2.0,5.0,167,12.6
897,KRAKÓW-OBSERWATORIUM,2016,6,16,20.6,0.5,60.8,1.7,6.0,168,8.0
898,KRAKÓW-OBSERWATORIUM,2016,6,17,23.5,3.7,62.0,3.7,4.3,169,14.4
899,KRAKÓW-OBSERWATORIUM,2016,6,18,20.1,0.0,50.5,1.7,2.0,170,10.3
900,KRAKÓW-OBSERWATORIUM,2016,6,19,20.7,11.8,56.0,2.3,5.0,171,12.9
901,KRAKÓW-OBSERWATORIUM,2016,6,20,19.1,0.9,83.8,1.7,6.0,172,12.8
902,KRAKÓW-OBSERWATORIUM,2016,6,21,21.4,0.0,66.3,1.7,3.7,173,13.8
903,KRAKÓW-OBSERWATORIUM,2016,6,22,22.5,0.0,60.3,1.3,6.0,174,18.6
904,KRAKÓW-OBSERWATORIUM,2016,6,23,24.4,0.0,64.5,1.7,1.7,175,23.9
905,KRAKÓW-OBSERWATORIUM,2016,6,24,26.7,0.6,65.0,1.7,1.7,176,21.0
906,KRAKÓW-OBSERWATORIUM,2016,6,25,26.6,0.0,63.8,2.0,4.0,177,17.2
907,KRAKÓW-OBSERWATORIUM,2016,6,26,23.8,13.5,76.0,2.3,5.3,178,11.1
909,KRAKÓW-OBSERWATORIUM,2016,6,28,18.9,0.0,75.5,1.3,5.0,180,14.4
910,KRAKÓW-OBSERWATORIUM,2016,6,29,21.2,0.0,57.8,1.7,1.0,181,16.1
911,KRAKÓW-OBSERWATORIUM,2016,6,30,24.0,0.0,51.0,1.3,4.0,182,13.3
912,KRAKÓW-OBSERWATORIUM,2016,7,1,23.1,0.0,65.8,1.0,5.0,183,13.7429
913,KRAKÓW-OBSERWATORIUM,2016,7,2,24.6,28.3,61.8,1.7,2.3,184,13.2605
914,KRAKÓW-OBSERWATORIUM,2016,7,3,19.4,4.9,82.8,2.0,7.0,185,8.48816
915,KRAKÓW-OBSERWATORIUM,2016,7,4,18.1,0.0,56.0,2.3,2.0,186,11.8033
916,KRAKÓW-OBSERWATORIUM,2016,7,5,19.4,4.4,55.8,1.7,2.0,187,9.52641
917,KRAKÓW-OBSERWATORIUM,2016,7,6,18.5,1.7,65.5,3.3,4.3,188,6.30237
918,KRAKÓW-OBSERWATORIUM,2016,7,7,17.4,0.0,51.5,3.0,1.7,189,8.85246
919,KRAKÓW-OBSERWATORIUM,2016,7,8,18.9,0.3,56.8,1.7,5.7,190,14.2441
920,KRAKÓW-OBSERWATORIUM,2016,7,9,19.4,0.0,66.5,3.3,3.7,191,11.5301
921,KRAKÓW-OBSERWATORIUM,2016,7,10,20.3,0.0,58.3,1.7,4.0,192,10.1093
922,KRAKÓW-OBSERWATORIUM,2016,7,11,24.8,0.0,53.8,1.7,4.3,193,15.5738
923,KRAKÓW-OBSERWATORIUM,2016,7,12,25.1,10.4,71.8,1.0,7.0,194,16.5392
924,KRAKÓW-OBSERWATORIUM,2016,7,13,21.6,4.2,78.8,2.0,7.0,195,11.6211
925,KRAKÓW-OBSERWATORIUM,2016,7,14,18.4,1.3,81.8,2.7,7.3,196,7.65027
926,KRAKÓW-OBSERWATORIUM,2016,7,15,16.5,0.0,68.5,2.7,7.0,197,7.99636
927,KRAKÓW-OBSERWATORIUM,2016,7,16,15.5,6.7,86.0,2.0,8.0,198,7.6867
928,KRAKÓW-OBSERWATORIUM,2016,7,17,15.4,10.6,94.8,1.3,7.7,199,12.2769
929,KRAKÓW-OBSERWATORIUM,2016,7,18,16.7,0.0,82.8,2.0,8.0,200,11.5665
930,KRAKÓW-OBSERWATORIUM,2016,7,19,17.1,0.0,80.0,2.0,7.7,201,9.71645
931,KRAKÓW-OBSERWATORIUM,2016,7,20,18.5,0.0,72.8,1.0,6.0,202,12.7977
932,KRAKÓW-OBSERWATORIUM,2016,7,21,19.4,0.0,64.3,1.7,1.7,203,18.4121
933,KRAKÓW-OBSERWATORIUM,2016,7,22,21.2,0.0,54.8,1.7,1.3,204,18.2042
934,KRAKÓW-OBSERWATORIUM,2016,7,23,20.6,0.0,63.5,2.0,2.7,205,19.3195
935,KRAKÓW-OBSERWATORIUM,2016,7,24,22.5,0.4,66.0,1.7,5.0,206,16.3516
936,KRAKÓW-OBSERWATORIUM,2016,7,25,22.4,0.2,73.5,1.3,5.3,207,18.431
937,KRAKÓW-OBSERWATORIUM,2016,7,26,22.9,1.6,77.3,1.7,6.0,208,19.2061
938,KRAKÓW-OBSERWATORIUM,2016,7,27,23.1,0.2,74.3,0.7,6.0,209,17.6182
939,KRAKÓW-OBSERWATORIUM,2016,7,28,21.4,7.1,81.5,1.7,7.3,210,16.7486
940,KRAKÓW-OBSERWATORIUM,2016,7,29,21.9,0.7,80.0,1.0,5.3,211,14.5936
941,KRAKÓW-OBSERWATORIUM,2016,7,30,22.6,0.0,61.3,1.3,2.7,212,12.2684
942,KRAKÓW-OBSERWATORIUM,2016,7,31,22.5,51.2,72.5,2.0,7.3,213,9.16824
943,KRAKÓW-OBSERWATORIUM,2016,8,1,19.8,0.0,79.8,1.7,7.0,214,9.17
944,KRAKÓW-OBSERWATORIUM,2016,8,2,18.8,0.0,61.8,0.7,2.0,215,11.89
945,KRAKÓW-OBSERWATORIUM,2016,8,3,21.0,0.0,58.3,1.7,5.3,216,13.88
946,KRAKÓW-OBSERWATORIUM,2016,8,4,23.9,0.0,60.0,1.3,6.0,217,11.15
947,KRAKÓW-OBSERWATORIUM,2016,8,5,24.0,0.2,69.5,1.7,3.3,218,13.61
948,KRAKÓW-OBSERWATORIUM,2016,8,6,18.6,3.5,89.3,1.3,7.7,219,7.94
949,KRAKÓW-OBSERWATORIUM,2016,8,7,18.2,0.0,61.8,1.7,1.7,220,9.41
950,KRAKÓW-OBSERWATORIUM,2016,8,8,20.0,0.0,60.5,1.0,1.3,221,12.36
951,KRAKÓW-OBSERWATORIUM,2016,8,9,21.1,11.8,63.5,1.7,3.0,222,13.59
952,KRAKÓW-OBSERWATORIUM,2016,8,10,14.2,23.5,94.8,2.0,8.0,223,5.05
953,KRAKÓW-OBSERWATORIUM,2016,8,11,13.5,1.4,83.8,1.3,5.3,224,9.38
954,KRAKÓW-OBSERWATORIUM,2016,8,12,14.2,0.0,66.0,1.3,4.0,225,11.76
955,KRAKÓW-OBSERWATORIUM,2016,8,13,16.8,0.0,73.0,1.0,6.7,226,10.21
956,KRAKÓW-OBSERWATORIUM,2016,8,14,19.8,0.1,74.3,1.7,4.3,227,11.49
957,KRAKÓW-OBSERWATORIUM,2016,8,15,18.9,0.0,62.8,1.7,6.3,228,10.68
958,KRAKÓW-OBSERWATORIUM,2016,8,16,17.3,0.1,68.5,1.3,7.3,229,12.53
959,KRAKÓW-OBSERWATORIUM,2016,8,17,15.8,14.2,80.8,1.3,4.7,230,16.11
960,KRAKÓW-OBSERWATORIUM,2016,8,18,17.0,0.0,65.5,1.3,2.7,231,15.5
961,KRAKÓW-OBSERWATORIUM,2016,8,19,18.8,0.0,67.5,1.3,2.0,232,19.0
962,KRAKÓW-OBSERWATORIUM,2016,8,20,20.9,0.0,65.5,1.3,3.7,233,20.79
963,KRAKÓW-OBSERWATORIUM,2016,8,21,18.9,13.5,85.5,1.3,7.3,234,17.62
964,KRAKÓW-OBSERWATORIUM,2016,8,22,17.0,0.0,85.8,1.3,7.7,235,13.53
965,KRAKÓW-OBSERWATORIUM,2016,8,23,17.9,0.0,76.3,1.0,2.3,236,15.95
966,KRAKÓW-OBSERWATORIUM,2016,8,24,19.9,0.0,72.3,1.7,4.7,237,14.86
968,KRAKÓW-OBSERWATORIUM,2016,8,26,19.0,0.0,73.0,2.0,0.0,239,17.9
969,KRAKÓW-OBSERWATORIUM,2016,8,27,20.4,0.0,69.5,1.0,0.0,240,20.09
970,KRAKÓW-OBSERWATORIUM,2016,8,28,21.4,0.0,71.8,1.0,0.0,241,21.64
971,KRAKÓW-OBSERWATORIUM,2016,8,29,20.9,3.3,74.3,1.3,5.0,242,20.29
972,KRAKÓW-OBSERWATORIUM,2016,8,30,18.6,0.0,67.8,1.3,3.7,243,11.04
973,KRAKÓW-OBSERWATORIUM,2016,8,31,15.6,0.0,68.3,1.0,0.3,244,12.61
974,KRAKÓW-OBSERWATORIUM,2016,9,1,17.1,0.0,72.3,0.7,0.0,245,18.2231
975,KRAKÓW-OBSERWATORIUM,2016,9,2,19.5,0.0,65.8,1.0,3.3,246,23.1002
976,KRAKÓW-OBSERWATORIUM,2016,9,3,18.5,0.0,72.5,1.3,4.3,247,24.1399
977,KRAKÓW-OBSERWATORIUM,2016,9,4,20.5,5.6,65.5,1.7,4.3,248,14.9149
978,KRAKÓW-OBSERWATORIUM,2016,9,5,18.1,6.3,85.8,2.0,8.0,249,6.52174
979,KRAKÓW-OBSERWATORIUM,2016,9,6,16.9,0.0,90.0,3.0,6.0,250,8.65784
980,KRAKÓW-OBSERWATORIUM,2016,9,7,19.8,0.0,82.0,2.0,4.0,251,16.1815
981,KRAKÓW-OBSERWATORIUM,2016,9,8,19.9,0.0,73.8,0.3,1.3,252,19.5841
982,KRAKÓW-OBSERWATORIUM,2016,9,9,20.4,0.0,73.0,1.0,0.7,253,25.1418
983,KRAKÓW-OBSERWATORIUM,2016,9,10,20.3,0.0,74.8,1.0,0.3,254,31.1909
984,KRAKÓW-OBSERWATORIUM,2016,9,11,20.4,0.0,73.3,0.7,4.3,255,27.6938
985,KRAKÓW-OBSERWATORIUM,2016,9,12,20.2,0.0,71.0,1.3,0.3,256,26.5028
986,KRAKÓW-OBSERWATORIUM,2016,9,13,20.0,0.0,69.8,1.0,0.3,257,30.2836
987,KRAKÓW-OBSERWATORIUM,2016,9,14,18.1,0.0,72.0,1.3,1.3,258,22.1739
988,KRAKÓW-OBSERWATORIUM,2016,9,15,16.2,0.0,71.8,1.7,0.7,259,18.2042
989,KRAKÓW-OBSERWATORIUM,2016,9,16,18.5,0.0,73.5,1.3,3.0,260,28.6957
990,KRAKÓW-OBSERWATORIUM,2016,9,17,17.4,6.9,90.3,1.0,7.7,261,26.8053
991,KRAKÓW-OBSERWATORIUM,2016,9,18,14.4,0.0,92.3,2.3,8.0,262,20.9641
992,KRAKÓW-OBSERWATORIUM,2016,9,19,12.0,2.6,93.3,2.7,8.0,263,17.0132
993,KRAKÓW-OBSERWATORIUM,2016,9,20,11.1,0.3,73.3,1.3,7.0,264,13.0057
994,KRAKÓW-OBSERWATORIUM,2016,9,21,10.8,0.9,86.5,1.0,5.3,265,20.586
995,KRAKÓW-OBSERWATORIUM,2016,9,22,10.7,0.0,81.3,1.7,5.7,266,23.8941
996,KRAKÓW-OBSERWATORIUM,2016,9,23,11.3,0.0,74.8,1.3,4.0,267,19.9055
997,KRAKÓW-OBSERWATORIUM,2016,9,24,11.9,5.2,86.3,1.0,5.3,268,24.1399
998,KRAKÓW-OBSERWATORIUM,2016,9,25,11.3,0.0,80.5,1.7,2.0,269,19.5652
999,KRAKÓW-OBSERWATORIUM,2016,9,26,10.3,0.0,92.5,1.7,4.7,270,17.4858
1000,KRAKÓW-OBSERWATORIUM,2016,9,27,10.2,0.0,87.0,1.0,2.7,271,26.5028
1001,KRAKÓW-OBSERWATORIUM,2016,9,28,12.2,0.0,78.0,2.0,5.3,272,29.017
1002,KRAKÓW-OBSERWATORIUM,2016,9,29,18.4,0.0,63.3,2.0,4.7,273,14.5747
1003,KRAKÓW-OBSERWATORIUM,2016,9,30,16.5,0.0,74.0,1.3,4.0,274,17.1645
1004,KRAKÓW-OBSERWATORIUM,2016,10,1,16.3,0.0,78.8,1.0,2.7,275,28.9603
1005,KRAKÓW-OBSERWATORIUM,2016,10,2,14.9,12.4,85.5,0.7,7.0,276,20.2836
1006,KRAKÓW-OBSERWATORIUM,2016,10,3,13.5,23.8,91.8,2.3,8.0,277,9.05482
1007,KRAKÓW-OBSERWATORIUM,2016,10,4,10.5,7.9,91.5,2.3,7.7,278,5.29301
1008,KRAKÓW-OBSERWATORIUM,2016,10,5,5.8,20.6,85.8,3.0,8.0,279,5.76559
1009,KRAKÓW-OBSERWATORIUM,2016,10,6,5.8,0.0,85.8,2.3,5.0,280,8.90359
1010,KRAKÓW-OBSERWATORIUM,2016,10,7,6.6,0.0,76.8,1.0,6.3,281,29.0926
1011,KRAKÓW-OBSERWATORIUM,2016,10,8,6.5,1.4,87.0,2.3,8.0,282,34.2533
1012,KRAKÓW-OBSERWATORIUM,2016,10,9,6.4,0.0,85.8,0.7,6.7,283,29.4518
1013,KRAKÓW-OBSERWATORIUM,2016,10,10,7.9,1.0,89.5,0.7,7.3,284,31.184
1014,KRAKÓW-OBSERWATORIUM,2016,10,11,7.7,8.3,87.3,2.7,8.0,285,26.9187
1015,KRAKÓW-OBSERWATORIUM,2016,10,12,7.3,6.4,96.8,3.7,8.0,286,10.5482
1016,KRAKÓW-OBSERWATORIUM,2016,10,13,6.3,0.0,84.3,3.0,8.0,287,11.6446
1017,KRAKÓW-OBSERWATORIUM,2016,10,14,6.0,0.0,83.8,2.7,4.0,288,17.7883
1018,KRAKÓW-OBSERWATORIUM,2016,10,15,9.4,2.5,80.0,2.0,3.3,289,16.8431
1019,KRAKÓW-OBSERWATORIUM,2016,10,16,6.3,2.7,93.3,3.3,8.0,290,16.4839
1020,KRAKÓW-OBSERWATORIUM,2016,10,17,7.7,0.0,81.5,2.3,7.3,291,11.7013
1021,KRAKÓW-OBSERWATORIUM,2016,10,18,10.3,1.1,87.8,1.0,7.3,292,26.276
1022,KRAKÓW-OBSERWATORIUM,2016,10,19,10.1,0.4,89.5,0.3,7.0,293,39.9055
1023,KRAKÓW-OBSERWATORIUM,2016,10,20,9.0,12.0,93.8,1.0,8.0,294,31.1531
1024,KRAKÓW-OBSERWATORIUM,2016,10,21,8.0,12.7,97.0,0.7,8.0,295,37.6938
1025,KRAKÓW-OBSERWATORIUM,2016,10,22,7.2,0.0,85.8,2.3,4.3,296,45.7845
1026,KRAKÓW-OBSERWATORIUM,2016,10,23,5.7,0.0,84.8,1.7,2.0,297,37.6559
1027,KRAKÓW-OBSERWATORIUM,2016,10,24,9.9,0.0,82.3,1.0,5.3,298,39.9244
1028,KRAKÓW-OBSERWATORIUM,2016,10,25,11.9,1.3,89.5,0.7,6.7,299,44.8393
1029,KRAKÓW-OBSERWATORIUM,2016,10,26,8.7,0.0,82.3,1.3,6.3,300,20.5293
1030,KRAKÓW-OBSERWATORIUM,2016,10,27,6.4,0.0,76.3,0.7,5.3,301,33.7051
1031,KRAKÓW-OBSERWATORIUM,2016,10,28,5.6,0.6,81.5,2.0,6.0,302,44.0265
1032,KRAKÓW-OBSERWATORIUM,2016,10,29,8.3,2.4,70.8,3.7,6.3,303,10.7183
1033,KRAKÓW-OBSERWATORIUM,2016,10,30,6.7,0.0,74.5,3.3,6.7,304,8.58223
1034,KRAKÓW-OBSERWATORIUM,2016,10,31,6.4,0.0,70.5,2.7,7.0,305,18.7335
1035,KRAKÓW-OBSERWATORIUM,2016,11,1,8.3,0.8,81.0,1.0,8.0,306,18.2
1036,KRAKÓW-OBSERWATORIUM,2016,11,2,7.4,5.6,85.3,3.3,6.7,307,13.2
1037,KRAKÓW-OBSERWATORIUM,2016,11,3,3.3,0.8,82.8,3.3,5.7,308,13.0
1038,KRAKÓW-OBSERWATORIUM,2016,11,4,2.7,0.0,75.0,0.7,5.3,309,28.2
1039,KRAKÓW-OBSERWATORIUM,2016,11,5,7.3,1.8,65.8,1.7,7.3,310,24.4
1040,KRAKÓW-OBSERWATORIUM,2016,11,6,7.2,18.2,95.5,1.0,8.0,311,28.8
1041,KRAKÓW-OBSERWATORIUM,2016,11,7,5.0,0.2,88.0,2.0,7.0,312,26.8
1042,KRAKÓW-OBSERWATORIUM,2016,11,8,3.0,0.0,82.8,1.0,5.3,313,31.6
1043,KRAKÓW-OBSERWATORIUM,2016,11,9,2.7,0.0,88.8,1.3,7.3,314,82.4
1044,KRAKÓW-OBSERWATORIUM,2016,11,10,1.6,0.0,84.8,1.3,7.0,315,39.4
1045,KRAKÓW-OBSERWATORIUM,2016,11,11,4.8,0.2,73.3,1.7,6.7,316,22.0
1046,KRAKÓW-OBSERWATORIUM,2016,11,12,1.2,1.6,91.0,2.7,8.0,317,27.8
1047,KRAKÓW-OBSERWATORIUM,2016,11,13,0.1,0.0,81.8,1.7,8.0,318,36.4
1048,KRAKÓW-OBSERWATORIUM,2016,11,14,0.6,0.1,79.5,1.0,5.7,319,56.0
