2022-04-01,9.2,
2022-04-02,13.7,
2022-04-03,12.6,
2022-04-04,13.7,
2022-04-05,9.1,
2022-04-06,7.1,
2022-04-07,7.9,
2022-04-08,2.6,
2022-04-09,12.3,
2022-04-10,13.9,
2022-04-11,14.7,
2022-04-12,22.5,
2022-04-13,23.0,
2022-04-14,20.2,
2022-04-15,19.4,
2022-04-16,6.7,
2022-04-17,8.9,
2022-04-18,13.1,
2022-04-19,13.0,
2022-04-20,31.2,
2022-04-21,31.4,
2022-04-22,23.4,
2022-04-23,14.2,
2022-04-24,25.5,
2022-04-25,12.6,
2022-04-26,16.1,
2022-04-27,22.4,
2022-04-28,13.3,
2022-04-29,20.1,
2022-04-30,18.2,
