 25133,140049,19510101,   78,    0
 25133,140049,19510102,   85,    0
 25133,140049,19510103,   82,    0
 25133,140049,19510104,   96,    0
 25133,140049,19510105,   98,    0
 25133,140049,19510106,   92,    0
 25133,140049,19510107,   89,    0
 25133,140049,19510108,   74,    0
 25133,140049,19510109,   74,    0
 25133,140049,19510110,   82,    0
 25133,140049,19510111,   77,    0
 25133,140049,19510112,   81,    0
 25133,140049,19510113,   80,    0
 25133,140049,19510114,   95,    0
 25133,140049,19510115,   80,    0
 25133,140049,19510116,   88,    0
 25133,140049,19510117,   87,    0
 25133,140049,19510118,   78,    0
 25133,140049,19510119,   91,    0
 25133,140049,19510120,   87,    0
 25133,140049,19510121,   86,    0
 25133,140049,19510122,   78,    0
 25133,140049,19510123,   80,    0
 25133,140049,19510124,   70,    0
 25133,140049,19510125,   75,    0
 25133,140049,19510126,   90,    0
 25133,140049,19510127,   83,    0
 25133,140049,19510128,   78,    0
 25133,140049,19510129,   75,    0
 25133,140049,19510130,   78,    0
 25133,140049,19510131,   81,    0
 25133,140049,19510201,   80,    0
 25133,140049,19510202,   81,    0
 25133,140049,19510203,   74,    0
 25133,140049,19510204,   77,    0
 25133,140049,19510205,   74,    0
 25133,140049,19510206,   78,    0
 25133,140049,19510207,   81,    0
 25133,140049,19510208,   93,    0
 25133,140049,19510209,   97,    0
 25133,140049,19510210,   98,    0
 25133,140049,19510211,   82,    0
 25133,140049,19510212,   84,    0
 25133,140049,19510213,   90,    0
 25133,140049,19510214,   93,    0
 25133,140049,19510215,   93,    0
 25133,140049,19510216,   92,    0
 25133,140049,19510217,   94,    0
 25133,140049,19510218,   90,    0
 25133,140049,19510219,   74,    0
 25133,140049,19510220,   87,    0
 25133,140049,19510221,   82,    0
 25133,140049,19510222,   88,    0
 25133,140049,19510223,   88,    0
 25133,140049,19510224,   72,    0
 25133,140049,19510225,   89,    0
 25133,140049,19510226,   90,    0
 25133,140049,19510227,   91,    0
 25133,140049,19510228,   87,    0
 25133,140049,19510301,   78,    0
 25133,140049,19510302,   84,    0
 25133,140049,19510303,   74,    0
 25133,140049,19510304,   77,    0
 25133,140049,19510305,   91,    0
 25133,140049,19510306,   82,    0
 25133,140049,19510307,   93,    0
 25133,140049,19510308,   93,    0
 25133,140049,19510309,   86,    0
 25133,140049,19510310,   84,    0
 25133,140049,19510311,   82,    0
 25133,140049,19510312,   83,    0
 25133,140049,19510313,   88,    0
 25133,140049,19510314,   83,    0
 25133,140049,19510315,   67,    0
 25133,140049,19510316,   75,    0
