 25133,140051,19510101,    0,    0
 25133,140051,19510102,    3,    0
 25133,140051,19510103,    6,    0
 25133,140051,19510104,    8,    0
 25133,140051,19510105,    8,    0
 25133,140051,19510106,    8,    0
 25133,140051,19510107,    7,    0
 25133,140051,19510108,    8,    0
 25133,140051,19510109,    5,    0
 25133,140051,19510110,    1,    0
 25133,140051,19510111,    6,    0
 25133,140051,19510112,    3,    0
 25133,140051,19510113,    6,    0
 25133,140051,19510114,    5,    0
 25133,140051,19510115,    5,    0
 25133,140051,19510116,    8,    0
 25133,140051,19510117,    5,    0
 25133,140051,19510118,    8,    0
 25133,140051,19510119,    8,    0
 25133,140051,19510120,    8,    0
 25133,140051,19510121,    8,    0
 25133,140051,19510122,    4,    0
 25133,140051,19510123,    8,    0
 25133,140051,19510124,    2,    0
 25133,140051,19510125,    7,    0
 25133,140051,19510126,    7,    0
 25133,140051,19510127,    5,    0
 25133,140051,19510128,    3,    0
 25133,140051,19510129,    1,    0
 25133,140051,19510130,    4,    0
 25133,140051,19510131,    3,    0
 25133,140051,19510201,    8,    0
 25133,140051,19510202,    7,    0
 25133,140051,19510203,    1,    0
 25133,140051,19510204,    0,    0
 25133,140051,19510205,    7,    0
 25133,140051,19510206,    7,    0
 25133,140051,19510207,    4,    0
 25133,140051,19510208,    5,    0
 25133,140051,19510209,    8,    0
 25133,140051,19510210,    5,    0
 25133,140051,19510211,    1,    0
 25133,140051,19510212,    1,    0
 25133,140051,19510213,    1,    0
 25133,140051,19510214,    7,    0
 25133,140051,19510215,    8,    0
 25133,140051,19510216,    8,    0
 25133,140051,19510217,    7,    0
 25133,140051,19510218,    5,    0
 25133,140051,19510219,    3,    0
 25133,140051,19510220,    4,    0
 25133,140051,19510221,    5,    0
 25133,140051,19510222,    7,    0
 25133,140051,19510223,    4,    0
 25133,140051,19510224,    2,    0
 25133,140051,19510225,    8,    0
 25133,140051,19510226,    8,    0
 25133,140051,19510227,    8,    0
 25133,140051,19510228,    7,    0
 25133,140051,19510301,    3,    0
 25133,140051,19510302,    8,    0
 25133,140051,19510303,    8,    0
 25133,140051,19510304,    8,    0
 25133,140051,19510305,    8,    0
 25133,140051,19510306,    4,    0
 25133,140051,19510307,    8,    0
 25133,140051,19510308,    8,    0
 25133,140051,19510309,    8,    0
 25133,140051,19510310,    8,    0
 25133,140051,19510311,    5,    0
 25133,140051,19510312,    7,    0
 25133,140051,19510313,    3,    0
 25133,140051,19510314,    7,    0
 25133,140051,19510315,    4,    0
 25133,140051,19510316,    4,    0
 25133,140051,19510317,    8,    0
