2022-05-01,26.6,
2022-05-02,23.0,
2022-05-03,21.2,
2022-05-04,12.4,
2022-05-05,11.8,
2022-05-06,18.9,
2022-05-07,16.0,
2022-05-08,19.2,
2022-05-09,7.6,
2022-05-10,8.1,
2022-05-11,0.0,
2022-05-12,9.3,
2022-05-13,7.0,
2022-05-14,11.3,
2022-05-15,12.4,
2022-05-16,6.5,
2022-05-17,6.2,
2022-05-18,3.5,
2022-05-19,8.0,
2022-05-20,9.2,
2022-05-21,3.9,
2022-05-22,3.5,
2022-05-23,4.9,
2022-05-24,12.2,
2022-05-25,14.6,
2022-05-26,7.0,
2022-05-27,3.6,
2022-05-28,5.0,
2022-05-29,5.0,
2022-05-30,10.5,
2022-05-31,11.4,
