2022-01-01,11.7,
2022-01-02,16.2,
2022-01-03,5.4,
2022-01-04,4.3,
2022-01-05,7.5,
2022-01-06,4.8,
2022-01-07,18.7,
2022-01-08,47.5,
2022-01-09,53.1,
2022-01-10,46.0,
2022-01-11,25.8,
2022-01-12,26.3,
2022-01-13,27.1,
2022-01-14,19.3,
2022-01-15,21.5,
2022-01-16,45.3,
2022-01-17,9.7,
2022-01-18,13.2,
2022-01-19,21.1,
2022-01-20,11.1,
2022-01-21,8.5,
2022-01-22,10.8,
2022-01-23,16.8,
2022-01-24,40.6,
2022-01-25,38.0,
2022-01-26,23.1,
2022-01-27,18.0,
2022-01-28,6.2,
2022-01-29,9.0,
2022-01-30,5.3,
2022-01-31,14.5,
