2022-08-01,9.8,
2022-08-02,15.5,
2022-08-03,16.3,
2022-08-04,17.5,
2022-08-05,18.7,
2022-08-06,13.3,
2022-08-07,7.7,
2022-08-08,7.3,
2022-08-09,9.1,
2022-08-10,9.6,
2022-08-11,8.4,
2022-08-12,9.6,
2022-08-13,11.3,
2022-08-14,11.3,
2022-08-15,17.4,
2022-08-16,18.0,
2022-08-17,17.8,
2022-08-18,18.3,
2022-08-19,16.9,
2022-08-20,11.4,
2022-08-21,11.2,
2022-08-22,10.6,
2022-08-23,12.0,
2022-08-24,12.5,
2022-08-25,17.0,
2022-08-26,16.2,
2022-08-27,20.1,
2022-08-28,13.8,
2022-08-29,14.2,
2022-08-30,11.7,
2022-08-31,4.3,
