2022-12-01,21.9,
2022-12-02,22.7,
2022-12-03,50.0,
2022-12-04,25.9,
2022-12-05,30.6,
2022-12-06,31.7,
2022-12-07,10.5,
2022-12-08,17.2,
2022-12-09,34.8,
2022-12-10,19.1,
2022-12-11,17.6,
2022-12-12,22.4,
2022-12-13,16.5,
2022-12-14,52.8,
2022-12-15,50.8,
2022-12-16,38.0,
2022-12-17,51.5,
2022-12-18,43.5,
2022-12-19,83.2,
2022-12-20,79.2,
2022-12-21,63.7,
2022-12-22,52.1,
2022-12-23,19.0,
2022-12-24,20.6,
2022-12-25,23.2,
2022-12-26,28.9,
2022-12-27,6.8,
2022-12-28,11.7,
2022-12-29,14.6,
2022-12-30,36.4,
2022-12-31,35.8,
