2022-03-01,25.5,
2022-03-02,45.0,
2022-03-03,60.1,
2022-03-04,22.2,
2022-03-05,19.2,
2022-03-06,18.7,
2022-03-07,23.0,
2022-03-08,18.0,
2022-03-09,43.6,
2022-03-10,15.8,
2022-03-11,24.3,
2022-03-12,40.8,
2022-03-13,62.9,
2022-03-14,42.2,
2022-03-15,49.5,
2022-03-16,48.5,
2022-03-17,43.5,
2022-03-18,29.0,
2022-03-19,38.2,
2022-03-20,39.5,
2022-03-21,42.3,
2022-03-22,48.9,
2022-03-23,40.8,
2022-03-24,33.5,
2022-03-25,40.6,
2022-03-26,41.9,
2022-03-27,7.3,
2022-03-28,24.1,
2022-03-29,26.3,
2022-03-30,23.8,
2022-03-31,12.4,
